65,"prohibit all federal agencies from promoting, endorsing, or funding fluoridation of the public drinking water.",https://petitions.whitehouse.gov/petition/prohibit-all-federal-agencies-promoting-endorsing-or-funding-fluoridation-public-drinking-water/SRYL4NwC
66,Call the New Orleans flooding a man-made disaster created by the failure of the federal government's levees.,https://petitions.whitehouse.gov/petition/call-new-orleans-flooding-man-made-disaster-created-failure-federal-governments-levees/NFzNZlj1
67,Enact and enforce legislation to recognize bullying as a punishable hate crime.,https://petitions.whitehouse.gov/petition/enact-and-enforce-legislation-recognize-bullying-punishable-hate-crime/nlklS23v
68,Ban non-therapeutic routine infant circumcision.,https://petitions.whitehouse.gov/petition/ban-non-therapeutic-routine-infant-circumcision/2tqgSZtG
69,Require all Genetically Modified Foods to be labeled as such.,https://petitions.whitehouse.gov/petition/require-all-genetically-modified-foods-be-labeled-such/yZCBVVz0
70,RE-ESTABLISH THE UNITED STATES CIVILIAN CONSERVATION CORPS FOR FUTURE GENERATIONS!,https://petitions.whitehouse.gov/petition/re-establish-united-states-civilian-conservation-corps-future-generations/pTgGq5kq
71,Legalize raw milk sales on a federal level,https://petitions.whitehouse.gov/petition/legalize-raw-milk-sales-federal-level/hbbTdMGM
72,Make Bribing Politicians Illegal.,https://petitions.whitehouse.gov/petition/make-bribing-politicians-illegal/jkWvjLnr
73,Educate the Public Regarding Nuclear Power.,https://petitions.whitehouse.gov/petition/educate-public-regarding-nuclear-power/096bfqpw
74,Allow BASE Jumping in National Parks,https://petitions.whitehouse.gov/petition/allow-base-jumping-national-parks/M2DDqtrL
75,Pardon Marc Emery.,https://petitions.whitehouse.gov/petition/pardon-marc-emery/z7QQdhq7
76,Stop denying the medical value of cannabis (marijuana.) Remove it from schedule one of the controlled substances act.,https://petitions.whitehouse.gov/petition/stop-denying-medical-value-cannabis-marijuana-remove-it-schedule-one-controlled-substances-act/kHXv82NR
77,Support a Ban on Horse Slaughter,https://petitions.whitehouse.gov/petition/support-ban-horse-slaughter/q30gJg1k
78,Make Social Security solvent without cutting benefits or raising the retirement age.,https://petitions.whitehouse.gov/petition/make-social-security-solvent-without-cutting-benefits-or-raising-retirement-age/SN3m2YDR
79,"Help protect the life, liberty and basic rights of the Bahraini demonstrators.",https://petitions.whitehouse.gov/petition/help-protect-life-liberty-and-basic-rights-bahraini-demonstrators/cGsB7d9s
80,Enforce all Labor Laws & Protect All Whistleblowers in Government & all other US Workplaces from Unlawful Retaliation!,https://petitions.whitehouse.gov/petition/enforce-all-labor-laws-protect-all-whistleblowers-government-all-other-us-workplaces-unlawful/lMc1DlHn
81,STOP the Death Penality Now in Memory of Troy Davis,https://petitions.whitehouse.gov/petition/stop-death-penality-now-memory-troy-davis/jXgRx4bt
82,Investigate and announce the National Economic and Stability Reformation Act (NESARA) to the American people.,https://petitions.whitehouse.gov/petition/investigate-and-announce-national-economic-and-stability-reformation-act-nesara-american-people/V5k9mXhn
83,propose legislation that would make all federal election days national holidays to increase voter turnout.,https://petitions.whitehouse.gov/petition/propose-legislation-would-make-all-federal-election-days-national-holidays-increase-voter-turnout/nN6NnnkV
84,"protect coal ash recycling by promptly enacting disposal regulations that do NOT designate coal ash a xhazardous waste.""",https://petitions.whitehouse.gov/petition/protect-coal-ash-recycling-promptly-enacting-disposal-regulations-do-not-designate-coal-ash-/dG1sH81M
85,Appoint a Special Prosecutor to investigate the Administration,https://petitions.whitehouse.gov/petition/appoint-special-prosecutor-investigate-administration/2pV6p2RL
86,Increase speed and lower price of wired and wireless Internet service by allowing more competitors to enter the market.,https://petitions.whitehouse.gov/petition/increase-speed-and-lower-price-wired-and-wireless-internet-service-allowing-more-competitors-enter/mDcLPNKS
87,END LEGAL ABUSE,https://petitions.whitehouse.gov/petition/end-legal-abuse/jxqKVzSY
88,Cut Congressional and staff pay and benefits before asking average Americans to take massive cuts in services,https://petitions.whitehouse.gov/petition/cut-congressional-and-staff-pay-and-benefits-asking-average-americans-take-massive-cuts-services/0Gw1nwkg
89,Aid the Lunar Revolution in overthrowing the oppressive Celestian regime in Equestria.,https://petitions.whitehouse.gov/petition/aid-lunar-revolution-overthrowing-oppressive-celestian-regime-equestria/cFXRkK0v
90,Promote / Enforce the teaching of Evolution over Creationism,https://petitions.whitehouse.gov/petition/promote-enforce-teaching-evolution-over-creationism/H4HkDs0B
91,Support and Implement Instant Runoff Voting.,https://petitions.whitehouse.gov/petition/support-and-implement-instant-runoff-voting/D4Rpzdnn
92,"Confirm that cannabis regulation is a STATES RIGHTS issue, per the  Constitution.  B. Frank's HR 2306 should be passed!",https://petitions.whitehouse.gov/petition/confirm-cannabis-regulation-states-rights-issue-constitution-b-franks-hr-2306-should-be-passed/TVVJpWHm
93,Allow Kayaking in Yellowstone National Park,https://petitions.whitehouse.gov/petition/allow-kayaking-yellowstone-national-park/XLs9wq2D
94,"Restore corporate tax codes, end loopholes, repeal corporate personhood, and tie profits to domestic job creation",https://petitions.whitehouse.gov/petition/restore-corporate-tax-codes-end-loopholes-repeal-corporate-personhood-and-tie-profits-domestic-job/j0GLnHcc
95,Protect Our First Amendment Rights and Protect Peaceful protesters from being unjustifiably prosecuted,https://petitions.whitehouse.gov/petition/protect-our-first-amendment-rights-and-protect-peaceful-protesters-being-unjustifiably-prosecuted/rKXBCW5h
96,"EXAMINE THE GOVERNMENTxS FAILURE TO INVESTIGATE AND PROSECUTE CHURCH OF SCIENTOLOGY CRIME, FRAUD AND ABUSE.",https://petitions.whitehouse.gov/petition/examine-government’s-failure-investigate-and-prosecute-church-scientology-crime-fraud-and-abuse/L27wg021
97,Update the Food Allergen Labeling and Consumer Protection Act (FALCPA) of 2004 to include sesame and mustard seeds.,https://petitions.whitehouse.gov/petition/update-food-allergen-labeling-and-consumer-protection-act-falcpa-2004-include-sesame-and-mustard/GnQqzj7w
98,Stop all Wild Horse Roundups,https://petitions.whitehouse.gov/petition/stop-all-wild-horse-roundups/mgMMmZcq
99,Allow United States Disabled Military Veterans access to medical marijuana to treat their PTSD.,https://petitions.whitehouse.gov/petition/allow-united-states-disabled-military-veterans-access-medical-marijuana-treat-their-ptsd/1MD2nrHC
100,"Instigate an independent investigation into the Bush Administration for violating the ""War Crimes Act of 1996"".",https://petitions.whitehouse.gov/petition/instigate-independent-investigation-bush-administration-violating-war-crimes-act-1996/KBQZPy1T
101,Fire Ken Salazar as Secretary of the Interior,https://petitions.whitehouse.gov/petition/fire-ken-salazar-secretary-interior/PN0WDXfp
102,Restore the Free-Roaming Horses and Burros Act of 1971 to its original intent that no organization or person be exempt.,https://petitions.whitehouse.gov/petition/restore-free-roaming-horses-and-burros-act-1971-its-original-intent-no-organization-or-person-be/YNvBf2Cf
103,"The Murakush Free Moors Act of 2011
""Stop Complaining and Sign the Petition""
For Recognition of Moorish Treaty Rights",https://petitions.whitehouse.gov/petition/murakush-free-moors-act-2011-stop-complaining-and-sign-petition-recognition-moorish-treaty-rights/0mc5KV2q
104,"bar courts and lawmakers from creating a ""second-class"" religion status for minority religions like Wicca & NeoPaganism",https://petitions.whitehouse.gov/petition/bar-courts-and-lawmakers-creating-second-class-religion-status-minority-religions-wicca-neopaganism/SKGx6wJV
105,Investigate WI for beating and false arresting protesters over laws in violation of the US Constitution.,https://petitions.whitehouse.gov/petition/investigate-wi-beating-and-false-arresting-protesters-over-laws-violation-us-constitution/MLnZDN2w
106,Assign a minimum of 25% of the annual visa quota to employment-based green card applicants on a quarterly basis,https://petitions.whitehouse.gov/petition/assign-minimum-25-annual-visa-quota-employment-based-green-card-applicants-quarterly-basis/X40hj1lY
107,"Fund research / make mandatory, training of ALL elementary  school personnel on selective mutism.LET ALL KIDS BE HEARD!",https://petitions.whitehouse.gov/petition/fund-research-make-mandatory-training-all-elementary-school-personnel-selective-mutismlet-all-kids/NZsNQjtX
108,"allow E2 Treaty Investor Visa holders, who have brought investment and created jobs in the US, to apply for Green Cards",https://petitions.whitehouse.gov/petition/allow-e2-treaty-investor-visa-holders-who-have-brought-investment-and-created-jobs-us-apply-green/ZyVQs98p
109,Support in-state tuition for veterans in all 50 states,https://petitions.whitehouse.gov/petition/support-state-tuition-veterans-all-50-states/nFQF6B89
110,join with Congress to strategically drive performance improvement capabilities (e.g. Lean Six Sigma)  across Fed. Gov't.,https://petitions.whitehouse.gov/petition/join-congress-strategically-drive-performance-improvement-capabilities-eg-lean-six-sigma-across-fed/15frLjF8
111,Allow H-4 visa member to work legally,https://petitions.whitehouse.gov/petition/allow-h-4-visa-member-work-legally/N7wKxBpN
112,Stop Federal Funding and Support for the Boy Scouts of America,https://petitions.whitehouse.gov/petition/stop-federal-funding-and-support-boy-scouts-america/vnYldJQg
113,Take Action to Stop Chinaxs Job-Killing Currency Manipulation.,https://petitions.whitehouse.gov/petition/take-action-stop-china’s-job-killing-currency-manipulation/VmGHtJSM
114,KEEP KIDS ALIVE.  Allocate more funds towards CHILDHOOD CANCER RESEARCH.,https://petitions.whitehouse.gov/petition/keep-kids-alive-allocate-more-funds-towards-childhood-cancer-research/8ZnnxNgw
115,Create American jobs by approving the Keystone XL Pipeline,https://petitions.whitehouse.gov/petition/create-american-jobs-approving-keystone-xl-pipeline/Qccr7xpb
116,form a presidential commission to investigate the covert use of mind control technologies on American citizens.,https://petitions.whitehouse.gov/petition/form-presidential-commission-investigate-covert-use-mind-control-technologies-american-citizens/Ycp9XxVD
117,Halt the flawed FSSI (Federal Strategic Sourcing Initiative) costing the taxpayers millions in higher prices!,https://petitions.whitehouse.gov/petition/halt-flawed-fssi-federal-strategic-sourcing-initiative-costing-taxpayers-millions-higher-prices/Xx7pyfMJ
118,Switching to a free online visa appointment scheduling system in China,https://petitions.whitehouse.gov/petition/switching-free-online-visa-appointment-scheduling-system-china/lvQHC8Dk
119,"Reverse the SCOTUS ruling on Citizens United v FEC, with a Constitutional Amendment by supporting H.J.RES.78.",https://petitions.whitehouse.gov/petition/reverse-scotus-ruling-citizens-united-v-fec-constitutional-amendment-supporting-hjres78/vWTGSMJX
120,Protect Children from Dangerous Air Pollution,https://petitions.whitehouse.gov/petition/protect-children-dangerous-air-pollution/6ZgDQrY0
121,Abolish Abstinence-Only Education From US Public Schools,https://petitions.whitehouse.gov/petition/abolish-abstinence-only-education-us-public-schools/LVkFfWBV
122,Support Sen. Bernie Sanders bill to fix Social Security by removing the cap on income subject to the SS tax.,https://petitions.whitehouse.gov/petition/support-sen-bernie-sanders-bill-fix-social-security-removing-cap-income-subject-ss-tax/JFR7YVj9
123,"Proclaim Oct. 29, 2011, as World Psoriasis Day",https://petitions.whitehouse.gov/petition/proclaim-oct-29-2011-world-psoriasis-day/yn2yxYyd
124,repeal the Government Pension Offset and the Windfall Elimination Provision and restore SS fairness for public servants!,https://petitions.whitehouse.gov/petition/repeal-government-pension-offset-and-windfall-elimination-provision-and-restore-ss-fairness-public/6DhcFJfG
125,Save the Postal Service,https://petitions.whitehouse.gov/petition/save-postal-service/t3yd3LDw
126,Return all moneys paid by students to for-profit schools that have defrauded them. Have their debt removed.,https://petitions.whitehouse.gov/petition/return-all-moneys-paid-students-profit-schools-have-defrauded-them-have-their-debt-removed/5vDsWL5q
127,"Free PFC Bradley Manning, the accused WikiLeaks whistleblower.",https://petitions.whitehouse.gov/petition/free-pfc-bradley-manning-accused-wikileaks-whistleblower/kX1GJKsD
128,"Antineoplastons, cancer drugs in FDA trials since 1995, results publicly audited by Congress, to gain final FDA-approval",https://petitions.whitehouse.gov/petition/antineoplastons-cancer-drugs-fda-trials-1995-results-publicly-audited-congress-gain-final-fda/M1hH28lk
129,"Pardon Jason Spyres (K99397), an Illinois inmate serving a 30 year ( now on 9th year) sentence on a marijuana charge.",https://petitions.whitehouse.gov/petition/pardon-jason-spyres-k99397-illinois-inmate-serving-30-year-now-9th-year-sentence-marijuana-charge/mxbD3tDp
130,Halt wolf hunts pending 9th District Court of Appeals decision and scientific research to confirm wolf recovery data.,https://petitions.whitehouse.gov/petition/halt-wolf-hunts-pending-9th-district-court-appeals-decision-and-scientific-research-confirm-wolf/7g0bsswr
131,Recognize electronic cigarettes as an effective alternative to smoking and support job creation in this new industry.,https://petitions.whitehouse.gov/petition/recognize-electronic-cigarettes-effective-alternative-smoking-and-support-job-creation-new-industry/57vtB0QK
132,Support the Resource Conservation & Development Program enhancing conservation and rural communitiesx quality of life.,https://petitions.whitehouse.gov/petition/support-resource-conservation-development-program-enhancing-conservation-and-rural-communities’/0g53g9Bd
133,Require all police forces which receive federal aid to mandate recording of audio and video of all police actions.,https://petitions.whitehouse.gov/petition/require-all-police-forces-which-receive-federal-aid-mandate-recording-audio-and-video-all-police/Fx5XHpL4
134,Decriminalize the practice/occupation of engaging in sexual activity between consenting adults in exchange for payment.,https://petitions.whitehouse.gov/petition/decriminalize-practiceoccupation-engaging-sexual-activity-between-consenting-adults-exchange-payment/mg53WPWN
135,Immediately halt the cruel and unnecessary use of monkeys in Army chemical casualty management training courses.,https://petitions.whitehouse.gov/petition/immediately-halt-cruel-and-unnecessary-use-monkeys-army-chemical-casualty-management-training/tt2v2mc6
136,Extend the time these petitions remain on the White House website so citizens have ample time to sign their interests.,https://petitions.whitehouse.gov/petition/extend-time-these-petitions-remain-white-house-website-so-citizens-have-ample-time-sign-their/pNCRfvnz
137,Ensure that health insurance companies cannot deny medical services to those who suffer from Orphan Diseases.,https://petitions.whitehouse.gov/petition/ensure-health-insurance-companies-cannot-deny-medical-services-those-who-suffer-orphan-diseases/TbLktN0d
138,Keep the Government out of my bedroom! Legalize sexual activities between consenting adults.,https://petitions.whitehouse.gov/petition/keep-government-out-my-bedroom-legalize-sexual-activities-between-consenting-adults/7dvYYQD0
139,restart the Integral Fast Reactor nuclear power technology program.,https://petitions.whitehouse.gov/petition/restart-integral-fast-reactor-nuclear-power-technology-program/rNcTbfdw
140,Issue an executive order ending Mountain Top Removal coal mining.,https://petitions.whitehouse.gov/petition/issue-executive-order-ending-mountain-top-removal-coal-mining/BFXHb2Kc
141,Help Renee-Nicole Douceur get evaculated from Antarctica now! Raytheon and the NSF do not think a stroke is an emergency,https://petitions.whitehouse.gov/petition/help-renee-nicole-douceur-get-evaculated-antarctica-now-raytheon-and-nsf-do-not-think-stroke/jStn8hS1
142,Reduce costs by expanding Medicaid funding for home and community based care for people with disabilities and seniors.,https://petitions.whitehouse.gov/petition/reduce-costs-expanding-medicaid-funding-home-and-community-based-care-people-disabilities-and/pm8k5Mc0
143,require that the Senate ratify the ACTA treaty rather than making it effective by Executive Order.,https://petitions.whitehouse.gov/petition/require-senate-ratify-acta-treaty-rather-making-it-effective-executive-order/HCfv4gNK
144,Pass the Uniting American Families Act to create the category of 'Permanent Partner' in Immigration legislation.,https://petitions.whitehouse.gov/petition/pass-uniting-american-families-act-create-category-permanent-partner-immigration-legislation/SGmC9V6m
145,Put a fee on carbon-based fuels and return revenue to households.,https://petitions.whitehouse.gov/petition/put-fee-carbon-based-fuels-and-return-revenue-households/VBcTBMLt
146,"Fix ""Administrative Processing"" process for visa stamping",https://petitions.whitehouse.gov/petition/fix-administrative-processing-process-visa-stamping/tQ5h36P9
147,Ratify the Comprehensive Test Ban Treaty and help end all test nuclear detonations world-wide.,https://petitions.whitehouse.gov/petition/ratify-comprehensive-test-ban-treaty-and-help-end-all-test-nuclear-detonations-world-wide/m2ckgmXH
148,Protect Wild Horses and Burros; Reform Inhumane Interior Department Management Program That Wastes Tax Dollars,https://petitions.whitehouse.gov/petition/protect-wild-horses-and-burros-reform-inhumane-interior-department-management-program-wastes-tax/MYTbsKg6
149,Hault Job-killing Regulations in Favor of a Real Jobs Plan,https://petitions.whitehouse.gov/petition/hault-job-killing-regulations-favor-real-jobs-plan/fPVfnLjm
150,Provide free internet to troops serving in Iraq and Afghanistan,https://petitions.whitehouse.gov/petition/provide-free-internet-troops-serving-iraq-and-afghanistan/TRDZCMZh
151,Preserve 6 Day Mail Delivery,https://petitions.whitehouse.gov/petition/preserve-6-day-mail-delivery/NJkt6h1j
152,"Release all known beneficial information regarding cannabis (hemp, marijuana) and its derivatives.",https://petitions.whitehouse.gov/petition/release-all-known-beneficial-information-regarding-cannabis-hemp-marijuana-and-its-derivatives/YSJghyZL
153,"Launch a real, public, subpoena-empowered, criminal investigation of the events of Sept. 11, 2001.",https://petitions.whitehouse.gov/petition/launch-real-public-subpoena-empowered-criminal-investigation-events-sept-11-2001/w9XBvTJY
